score,star_rating,helpful_rating,export
0.954545455,0.00,1.16,37
-0.625,0.75,1.86,36
0.785714286,0.75,1.00,37
0.954545455,1.00,1.00,1
0.9,1.00,1.00,5
0.966666667,1.00,1.00,38
0.928571429,0.00,1.32,36
-0.928571429,0.50,1.00,36
-0.833333333,1.00,1.94,37
-0.9,0.50,1.00,0
0.984848485,0.75,1.00,4
0.954545455,1.00,1.00,37
0.902985075,1.00,1.00,38
0.90625,1.00,1.00,39
-0.90625,1.00,1.00,0
0.966666667,0.75,1.00,1
-0.837962963,0.50,1.00,2
-0.90625,1.00,1.00,39
0.954545455,1.00,1.00,1
0.782258065,1.00,1.00,35
-0.9375,0.75,1.00,36
0.892857143,0.75,1.00,37
0.954545455,0.75,1.00,0
-0.9,1.00,1.00,0
0.954545455,1.00,1.00,0
-0.944444444,0.75,1.00,0
0.976190476,0.75,1.00,0
0.966666667,0.00,1.15,36
0.954545455,1.00,1.45,37
-0.875,1.00,1.39,36
-0.875,1.00,1.00,4
0.976190476,1.00,1.00,1
0.902985075,0.75,1.00,37
0.954545455,0.25,1.00,38
-0.9375,1.00,1.00,5
-0.90625,0.00,1.14,6
0.9,0.75,1.00,38
-0.9375,0.50,1.15,37
0.739361702,0.75,1.00,6
0.966666667,0.00,1.00,38
-0.9375,0.75,1.00,1
-0.75,0.75,1.00,36
0.95,0.75,1.30,36
0.984848485,0.75,1.00,35
-0.916666667,1.00,1.32,0
-0.916666667,0.75,1.00,35
-0.875,0.75,1.00,0
0.782258065,1.00,1.00,34
0.902985075,0.75,1.00,1
0.984848485,0.75,1.68,27
-0.9375,1.00,2.58,2
0.863636364,0.75,1.16,28
0.984848485,0.75,1.00,28
-0.875,0.25,1.60,1
-0.728658537,0.50,1.00,0
0.984848485,0.75,1.00,26
-0.928571429,0.00,1.00,2
0.902985075,1.00,1.15,1
0.902985075,1.00,1.00,2
-0.635869565,1.00,1.00,1
0.984848485,0.75,1.00,1
-0.9,0.75,1.15,2
0.96875,1.00,1.00,21
-0.837962963,1.00,1.42,22
-0.766666667,0.75,1.00,0
0.875,0.00,1.00,4
0.902985075,1.00,1.00,22
0.954545455,1.00,1.15,23
0.984848485,1.00,1.00,24
0.833333333,1.00,1.32,25
0.893939394,1.00,1.00,26
0.984848485,1.00,1.00,2
0.916666667,1.00,1.00,24
-0.925,1.00,1.00,25
0.928571429,0.75,1.00,26
0.575471698,0.75,1.00,27
-0.837962963,0.75,1.30,28
-0.625,1.00,1.32,27
0.928571429,0.50,1.00,27
-0.875,1.00,1.00,2
0.928571429,0.50,1.56,26
-0.9,0.25,1.00,26
0.928571429,0.00,1.00,3
0.96875,1.00,1.00,27
0.642857143,1.00,1.00,28
0.782258065,1.00,1.00,27
0.954545455,0.75,1.15,28
0.984848485,1.00,1.00,29
0.966666667,1.00,1.00,30
-0.633333333,1.00,1.00,3
0.954545455,1.00,1.00,31
0.75,0.75,1.00,2
-0.875,0.00,1.00,31
0.976190476,1.00,1.00,32
0.96875,0.75,1.00,0
0.984848485,0.50,1.15,4
0.984848485,0.00,1.00,31
0.954545455,1.00,1.00,1
0.954545455,0.75,1.32,1
0.902985075,1.00,1.00,32
0.984848485,0.75,1.00,3
0.954545455,1.00,1.45,31
0.954545455,1.00,1.00,4
0.902985075,0.75,1.00,1
-0.884615385,0.75,1.00,4
0.984848485,1.00,1.00,30
0.90625,0.75,1.00,31
0.954545455,1.00,1.00,31
0.984848485,1.00,1.00,32
0.984848485,1.00,1.00,33
-0.916666667,1.00,1.00,34
0.766666667,0.25,1.00,2
0.902985075,1.00,1.00,3
-0.916666667,0.75,1.00,0
0.984848485,0.75,1.15,0
0.954545455,0.75,1.32,32
0.984848485,0.75,1.00,33
-0.90625,1.00,1.00,34
0.96875,1.00,1.00,3
-0.875,1.00,1.45,34
0.954545455,1.00,1.00,4
-0.9,0.75,1.45,31
0.902985075,1.00,1.00,32
-0.95,0.75,1.00,0
-0.807692308,1.00,1.00,5
-0.833333333,1.00,1.00,1
0.833333333,0.50,2.81,28
-0.9375,0.75,1.00,0
0.954545455,1.00,1.00,26
0.928571429,1.00,1.00,27
-0.795454545,1.00,1.00,28
-0.95,0.25,1.00,0
0.954545455,0.25,1.32,26
0.902985075,0.75,1.52,1
0.96875,1.00,1.00,27
0.954545455,1.00,1.00,1
0.954545455,1.00,1.00,27
0.976190476,1.00,1.00,2
0.9,0.50,1.00,22
-0.95,1.00,1.00,23
-0.785714286,0.50,1.16,3
0.954545455,1.00,1.15,24
0.928571429,0.50,1.15,0
0.976190476,1.00,1.00,1
0.954545455,1.00,1.32,1
0.984848485,0.50,1.00,22
0.902985075,0.00,1.16,23
-0.635869565,1.00,1.00,22
-0.966666667,0.75,1.00,1
0.966666667,0.75,1.16,0
-0.635869565,1.00,1.53,2
0.75,0.50,1.00,19
0.833333333,1.00,1.00,20
-0.95,1.00,1.00,3
0.902985075,0.75,1.00,2
-0.944444444,0.50,1.00,21
0.95,1.00,1.00,22
0.9,0.75,1.00,23
-0.9,1.00,1.45,0
0.976190476,1.00,1.15,21
-0.90625,1.00,1.00,1
0.966666667,0.75,1.30,21
-0.75,1.00,1.15,20
0.984848485,0.75,1.79,21
-0.833333333,1.00,1.16,22
-0.884615385,0.75,1.00,1
0.90625,0.75,1.00,0
-0.875,0.25,1.14,23
-0.90625,0.50,1.45,3
-0.522321429,1.00,1.00,2
-0.916666667,0.75,1.15,2
0.893939394,1.00,1.00,24
0.902985075,0.00,1.60,3
0.95,1.00,1.00,25
0.954545455,0.00,1.16,26
-0.839285714,1.00,1.00,27
0.90625,1.00,1.00,2
0.954545455,0.75,1.90,0
0.984848485,1.00,1.85,3
0.892857143,1.00,1.00,24
0.954545455,1.00,1.00,23
0.928571429,0.50,1.00,0
-0.875,1.00,1.00,1
-0.95,0.75,1.00,0
0.966666667,0.00,1.15,1
0.954545455,0.75,1.00,4
0.90625,0.00,1.00,20
0.976190476,0.00,1.00,21
-0.833333333,1.00,1.00,22
-0.90625,0.00,1.30,23
-0.966666667,1.00,1.00,24
-0.9,1.00,1.00,25
-0.9375,1.00,1.00,0
-0.875,0.50,1.00,2
0.966666667,1.00,1.00,22
-0.75,1.00,1.32,3
-0.95,0.75,1.00,23
-0.791666667,1.00,1.32,3
0.954545455,0.75,1.00,22
-0.925,1.00,1.00,4
0.96875,1.00,1.00,21
0.90625,1.00,1.16,22
-0.875,0.00,2.18,23
0.928571429,1.00,1.00,24
-0.833333333,1.00,1.00,2
0.531847134,1.00,1.00,24
0.96875,1.00,1.00,20
-0.9375,0.75,1.00,21
0.902985075,1.00,1.00,0
0.984848485,0.25,1.16,0
0.944444444,1.00,1.00,22
-0.78125,0.00,1.00,19
-0.75,0.75,1.00,20
0.954545455,1.00,1.00,0
0.833333333,1.00,1.15,21
-0.75,0.75,1.15,22
-0.875,1.00,1.00,4
0.8125,1.00,1.00,1
0.954545455,0.00,1.05,1
0.75,0.75,1.00,21
0.954545455,0.75,1.00,1
0.902985075,1.00,1.15,0
-0.9,0.75,1.00,2
0.892857143,1.00,1.00,22
-0.9375,1.00,1.00,4
0.96875,1.00,1.15,23
0.928571429,0.50,1.00,24
0.766666667,1.00,1.16,25
0.954545455,1.00,1.00,0
-0.9375,0.75,1.00,26
-0.928571429,0.00,1.32,2
-0.9375,0.75,1.00,27
0.90625,0.25,1.16,28
0.954545455,1.00,1.00,28
-0.95,0.00,1.15,0
-0.791666667,0.00,1.94,29
0.893939394,0.75,1.00,29
-0.954545455,0.75,1.15,1
0.976190476,1.00,1.00,1
-0.916666667,0.75,1.20,26
0.8125,1.00,1.00,27
0.954545455,1.00,1.00,1
-0.837962963,0.75,1.00,28
0.976190476,0.25,1.00,0
0.976190476,1.00,1.00,29
-0.95,1.00,1.00,2
0.8125,0.75,1.00,0
0.95,1.00,1.00,30
0.954545455,0.00,1.00,0
-0.954545455,0.50,1.00,31
-0.642857143,0.00,1.15,2
0.961538462,1.00,1.00,2
0.966666667,1.00,1.00,32
-0.875,0.00,1.14,33
0.928571429,1.00,1.00,3
0.782258065,0.75,1.30,3
0.95,0.25,1.32,34
-0.9375,1.00,1.00,35
0.976190476,0.25,1.45,0
0.902985075,1.00,1.00,34
0.966666667,1.00,1.00,4
-0.916666667,0.00,1.00,35
0.90625,1.00,1.00,36
-0.791666667,1.00,1.15,36
0.833333333,1.00,1.15,37
0.984848485,0.50,1.00,2
0.75,0.50,1.00,38
0.976190476,1.00,1.00,39
0.928571429,0.25,1.45,1
0.90625,1.00,1.00,37
0.875,1.00,1.00,38
-0.75,1.00,1.15,2
0.976190476,0.50,1.00,3
0.954545455,1.00,1.00,1
0.984848485,1.00,1.00,37
0.893939394,0.75,1.00,38
0.96875,0.25,1.32,39
0.902985075,1.00,1.42,40
-0.925,1.00,1.00,41
0.954545455,1.00,1.15,42
0.96875,0.00,1.00,43
0.96875,0.75,1.00,43
-0.95,0.50,1.15,1
-0.9375,1.00,1.00,1
0.642857143,0.75,1.30,44
-0.9,0.50,1.00,4
0.954545455,0.75,1.16,3
0.966666667,1.00,1.00,43
-0.916666667,0.00,1.32,4
0.96875,1.00,1.00,40
0.833333333,0.50,1.15,5
-0.9375,1.00,1.45,1
0.625,1.00,1.16,2
0.875,1.00,1.00,37
0.976190476,1.00,1.00,2
-0.95,0.75,1.00,0
-0.916666667,1.00,1.15,32
-0.833333333,0.00,1.00,3
-0.95,0.50,1.00,0
-0.833333333,1.00,1.00,32
0.9,0.50,1.00,1
-0.875,0.50,1.15,1
0.9,0.25,1.15,33
-0.728658537,1.00,1.15,3
0.954545455,1.00,1.00,4
0.966666667,1.00,1.00,30
0.954545455,1.00,1.00,1
0.892857143,1.00,1.15,1
0.954545455,0.75,1.00,5
-0.95,1.00,1.00,0
0.984848485,1.00,1.00,6
0.966666667,0.25,1.09,0
0.954545455,0.50,1.00,1
0.916666667,1.00,1.15,30
0.944444444,0.50,1.52,7
0.531847134,0.00,1.30,0
0.875,1.00,1.00,1
0.954545455,0.25,1.00,8
0.954545455,1.00,1.15,9
-0.916666667,1.00,1.00,10
0.966666667,0.00,1.24,3
-0.833333333,1.00,1.15,3
0.875,1.00,1.00,0
0.984848485,0.75,1.15,0
-0.90625,1.00,1.00,19
-0.916666667,1.00,1.45,20
-0.928571429,0.50,1.74,2
0.954545455,1.00,1.14,19
-0.833333333,0.75,1.00,20
0.984848485,1.00,1.13,21
-0.875,0.00,1.16,22
0.902985075,1.00,1.00,2
0.96875,0.75,1.68,4
0.984848485,0.75,1.15,0
-0.916666667,1.00,1.15,19
0.954545455,1.00,1.00,20
-0.925,1.00,1.12,21
-0.90625,0.50,1.00,19
0.902985075,0.50,1.00,1
-0.95,0.00,1.60,10
0.976190476,0.50,1.16,10
0.966666667,0.00,1.00,0
0.984848485,1.00,1.00,2
0.902985075,0.25,1.16,4
0.85,1.00,1.19,11
-0.95,1.00,1.00,3
0.966666667,1.00,1.00,16
-0.916666667,0.50,1.00,12
-0.95,0.75,1.30,13
-0.875,0.00,1.00,14
0.984848485,0.75,1.00,16
0.984848485,1.00,1.15,17
0.954545455,1.00,1.32,14
0.966666667,1.00,1.00,18
-0.9,0.75,1.36,19
0.694444444,0.00,2.69,1
0.961538462,1.00,1.00,1
0.984848485,0.25,1.34,2
0.954545455,1.00,1.00,3
0.875,1.00,1.00,3
0.954545455,1.00,1.00,17
0.673913043,0.25,1.00,18
0.9,0.75,1.00,1
-0.95,1.00,1.00,4
0.782258065,1.00,1.32,0
0.961538462,0.25,1.30,5
0.954545455,1.00,1.00,18
0.5,1.00,1.00,0
-0.9375,1.00,1.00,19
0.944444444,0.50,1.00,6
-0.90625,1.00,1.00,19
0.9,0.00,1.16,20
0.966666667,0.50,1.00,21
0.976190476,0.75,1.16,7
-0.839285714,1.00,1.00,10
0.782258065,0.75,1.15,22
-0.875,1.00,1.15,8
0.9,0.75,1.00,9
0.966666667,1.00,1.16,2
0.8125,1.00,1.15,23
0.984848485,1.00,1.15,24
0.976190476,1.00,1.00,0
0.90625,0.75,1.15,25
-0.9,1.00,1.00,1
0.5,0.50,1.00,1
-0.95,1.00,1.00,10
0.984848485,1.00,1.00,3
-0.9,1.00,1.00,0
0.976190476,1.00,1.45,3
-0.928571429,0.00,1.16,0
0.954545455,0.50,1.16,20
0.954545455,0.25,1.16,18
-0.837962963,0.00,1.00,19
0.90625,1.00,1.00,20
0.954545455,0.50,1.00,20
0.833333333,0.75,1.39,11
0.966666667,1.00,1.00,21
-0.95,0.00,1.68,7
-0.833333333,0.75,1.00,22
0.902985075,1.00,1.00,1
-0.833333333,0.00,1.04,7
0.636986301,0.75,1.00,1
0.976190476,1.00,1.42,1
0.902985075,1.00,1.00,23
0.95,1.00,1.00,24
0.75,0.75,1.00,20
0.966666667,1.00,1.00,21
0.984848485,1.00,1.00,0
0.954545455,0.50,1.00,22
-0.9375,0.00,2.30,3
0.902985075,0.75,1.30,23
0.531847134,1.00,1.00,24
0.954545455,0.75,1.32,0
-0.95,1.00,1.00,1
-0.795454545,0.50,1.00,24
-0.833333333,1.00,1.00,1
0.90625,1.00,1.15,0
0.782258065,1.00,1.00,24
-0.954545455,0.50,1.60,1
0.954545455,1.00,1.00,0
0.902985075,1.00,1.15,1
0.966666667,1.00,1.00,2
0.9,1.00,1.15,1
0.9,1.00,1.00,3
0.96875,0.50,1.15,3
0.984848485,1.00,1.00,0
0.893939394,1.00,1.66,2
0.966666667,1.00,1.00,16
0.902985075,0.75,1.00,17
0.8125,1.00,1.00,18
0.954545455,1.00,1.32,2
-0.875,0.25,1.15,1
0.95,0.75,1.32,2
0.8125,1.00,1.00,18
0.954545455,1.00,1.00,19
0.966666667,0.75,1.00,20
0.976190476,1.00,1.00,1
0.90625,1.00,1.16,18
0.902985075,1.00,1.00,17
-0.9375,0.75,1.30,2
0.902985075,1.00,1.00,1
0.875,1.00,1.15,3
0.902985075,1.00,1.00,2
0.976190476,1.00,1.15,1
0.954545455,1.00,1.00,3
0.976190476,1.00,1.70,0
-0.916666667,1.00,1.00,15
0.954545455,1.00,1.00,0
0.954545455,1.00,1.00,2
-0.9375,0.00,1.00,16
-0.928571429,1.00,1.00,15
-0.9375,0.75,1.15,15
-0.9375,0.00,1.00,16
0.976190476,1.00,1.15,1
0.928571429,0.75,1.32,0
-0.772727273,1.00,1.00,1
-0.9,0.75,1.15,4
0.875,1.00,1.00,1
-0.9375,0.00,2.01,2
0.976190476,1.00,1.00,13
-0.583333333,0.00,1.00,14
0.976190476,0.75,1.15,3
0.9,1.00,1.00,1
0.966666667,1.00,1.00,9
0.984848485,1.00,1.00,0
0.954545455,0.75,1.00,9
0.984848485,0.75,1.00,9
0.9,1.00,1.00,10
-0.547619048,1.00,1.00,1
0.90625,1.00,1.16,1
0.954545455,1.00,1.00,0
0.961538462,1.00,2.21,0
-0.95,0.75,1.87,0
0.893939394,1.00,1.00,9
0.875,0.25,1.30,1
0.954545455,0.50,1.84,1
0.5,1.00,1.00,1
0.5,1.00,1.00,7
0.611111111,0.75,1.00,8
0.75,0.75,1.00,9
0.9,1.00,1.00,0
0.96875,1.00,1.00,8
0.984848485,1.00,1.00,9
-0.925,0.00,1.13,0
-0.95,0.00,1.13,0
0.875,0.75,1.15,2
-0.90625,0.25,1.00,10
-0.9,0.00,1.80,1
0.984848485,1.00,1.00,2
0.902985075,1.00,1.16,0
0.984848485,1.00,1.00,11
0.785714286,1.00,1.00,1
-0.9375,0.00,1.30,10
0.966666667,1.00,1.00,11
0.961538462,1.00,1.16,10
0.782258065,1.00,1.15,11
0.976190476,0.75,1.00,12
-0.875,0.75,1.00,13
0.961538462,1.00,1.32,13
-0.916666667,0.00,1.85,1
0.984848485,1.00,1.00,14
0.954545455,1.00,1.00,0
0.984848485,1.00,1.00,15
0.984848485,0.75,1.00,16
-0.837962963,0.75,1.32,0
-0.925,0.00,1.56,0
0.954545455,1.00,1.15,14
-0.9375,1.00,1.00,13
0.90625,1.00,1.15,2
0.984848485,1.00,1.00,1
-0.916666667,0.00,1.88,0
-0.916666667,0.25,1.42,13
0.966666667,0.75,1.16,0
0.833333333,0.75,1.32,2
0.893939394,0.75,1.00,0
0.954545455,0.00,1.90,0
0.5,0.50,1.00,11
0.954545455,1.00,1.00,12
-0.944444444,0.75,1.00,0
0.928571429,1.00,1.00,1
-0.837962963,0.00,1.14,0
0.928571429,1.00,1.15,1
-0.95,0.75,1.15,11
0.966666667,1.00,1.00,10
-0.90625,1.00,1.00,11
0.510909091,1.00,1.00,3
-0.9375,0.50,1.00,0
0.90625,0.75,1.15,0
0.782258065,0.75,1.00,0
0.892857143,1.00,1.16,11
-0.95,0.00,1.86,1
-0.837962963,1.00,1.56,0
0.954545455,1.00,1.16,9
0.902985075,0.75,1.00,9
0.954545455,0.75,1.15,9
0.892857143,0.75,1.00,1
0.954545455,1.00,1.15,9
0.984848485,1.00,1.00,2
0.902985075,1.00,1.00,10
0.976190476,1.00,1.16,3
0.90625,0.50,1.52,0
0.5,1.00,1.11,0
0.660714286,1.00,1.00,1
-0.916666667,0.50,1.45,1
0.893939394,0.75,1.00,8
-0.837962963,0.00,1.30,4
0.954545455,0.75,1.16,9
-0.875,1.00,1.56,0
-0.916666667,0.75,1.15,2
-0.75,0.75,1.00,5
-0.9,0.75,1.00,0
0.984848485,1.00,1.00,0
-0.9375,0.00,1.30,8
0.90625,1.00,1.00,0
0.8125,1.00,1.00,2
-0.875,0.00,1.23,8
0.954545455,0.75,1.00,9
-0.916666667,0.75,1.00,5
-0.95,1.00,1.56,3
0.976190476,1.00,1.15,0
0.976190476,1.00,1.15,0
-0.9,0.75,1.72,1
0.875,1.00,1.00,0
-0.95,0.25,1.00,6
0.984848485,1.00,1.15,0
-0.837962963,0.50,1.64,8
0.9,0.75,1.00,9
-0.9,0.00,1.52,1
0.954545455,1.00,1.00,0
-0.833333333,1.00,1.15,1
-0.95,1.00,1.74,4
-0.833333333,0.00,1.00,7
0.966666667,1.00,1.00,4
0.90625,1.00,1.32,0
0.96875,0.75,1.52,8
-0.9375,0.00,1.87,9
-0.833333333,1.00,1.15,10
0.875,1.00,1.15,11
0.984848485,1.00,1.16,10
0.90625,0.75,1.00,4
0.893939394,0.25,1.00,11
0.893939394,0.75,1.00,11
-0.9375,0.25,1.13,12
0.902985075,1.00,1.00,0
0.966666667,0.75,1.32,1
0.954545455,1.00,1.15,0
0.893939394,1.00,1.00,12
0.954545455,0.75,1.00,12
0.954545455,0.75,1.00,11
0.875,1.00,1.32,1
0.9,0.00,2.01,1
0.954545455,0.00,1.00,11
0.8125,1.00,1.45,1
-0.875,0.75,1.00,12
0.954545455,1.00,2.12,0
-0.966666667,0.00,1.60,2
0.833333333,1.00,1.00,13
-0.925,0.00,1.80,13
-0.875,1.00,1.00,0
0.984848485,1.00,1.00,0
0.954545455,1.00,1.32,2
0.9,0.75,1.64,12
0.954545455,0.75,1.64,12
-0.95,0.00,1.30,12
0.966666667,1.00,1.00,0
-0.75,1.00,1.11,12
0.916666667,1.00,1.00,0
-0.916666667,1.00,1.00,12
-0.961538462,0.75,2.96,12
0.9,0.50,1.00,0
-0.85,0.25,1.16,3
-0.95,1.00,1.00,1
-0.837962963,0.25,1.15,1
0.976190476,1.00,1.00,2
0.954545455,0.75,1.00,3
0.95,0.50,1.00,6
0.961538462,0.50,1.16,0
0.944444444,0.75,1.00,3
-0.916666667,0.00,1.56,0
-0.95,1.00,1.00,0
-0.795454545,0.75,1.00,1
0.902985075,0.75,1.00,1
0.966666667,1.00,1.00,0
0.976190476,1.00,1.52,0
-0.875,0.00,1.28,2
0.90625,1.00,1.00,0
-0.875,0.50,1.00,0
0.735294118,1.00,1.00,1
0.984848485,1.00,1.30,1
-0.833333333,1.00,1.00,4
-0.961538462,1.00,1.60,0
-0.954545455,0.25,1.16,3
0.976190476,1.00,1.15,4
-0.875,1.00,1.15,2
-0.9375,1.00,2.76,3
0.954545455,0.75,1.00,0
0.875,1.00,1.72,1
-0.833333333,1.00,1.32,0
-0.944444444,0.75,2.11,4
0.954545455,0.75,1.86,5
0.954545455,1.00,1.00,1
-0.95,1.00,1.30,4
0.976190476,1.00,1.56,2
0.875,0.75,1.45,1
0.976190476,1.00,1.00,2
-0.928571429,0.50,1.16,0
-0.916666667,0.00,1.00,1
-0.9,0.50,1.15,5
-0.954545455,1.00,1.00,6
0.902985075,1.00,1.00,2
0.916666667,0.75,1.00,3
-0.852941176,0.00,1.16,7
0.928571429,1.00,1.15,4
0.96875,0.75,1.00,8
0.984848485,1.00,1.00,0
-0.868421053,1.00,1.00,1
0.902985075,1.00,1.45,3
-0.785714286,1.00,1.00,1
-0.916666667,1.00,1.52,8
-0.833333333,0.25,1.30,4
-0.807692308,1.00,1.00,3
-0.9,1.00,2.80,9
0.976190476,0.50,1.30,0
-0.875,0.50,1.15,1
-0.9,0.50,1.32,4
0.916666667,0.75,1.00,5
0.976190476,1.00,1.60,0
0.984848485,1.00,1.00,2
-0.9375,1.00,1.32,5
-0.95,1.00,3.37,6
-0.833333333,1.00,1.00,2
0.984848485,0.75,1.77,7
0.9,1.00,1.00,0
0.791666667,1.00,1.00,0
-0.9375,0.00,1.00,1
-0.75,1.00,1.00,1
-0.875,1.00,1.00,5
0.902985075,1.00,1.00,2
0.892857143,0.75,1.00,2
-0.772727273,1.00,1.00,0
0.954545455,0.00,1.30,2
0.966666667,0.75,1.15,0
0.863636364,1.00,1.32,0
-0.9,0.25,1.56,2
0.954545455,1.00,1.00,3
0.954545455,0.75,2.57,2
0.863636364,1.00,1.45,1
0.961538462,1.00,1.32,3
0.96875,0.75,1.00,0
-0.833333333,0.25,1.39,0
0.863636364,1.00,1.32,2
0.976190476,0.75,1.32,2
0.976190476,0.75,1.15,3
0.976190476,1.00,1.15,0
0.9,1.00,1.32,4
0.954545455,1.00,1.00,0
0.892857143,0.75,1.65,2
-0.95,1.00,1.52,0
-0.954545455,1.00,1.56,4
-0.928571429,1.00,1.74,3
-0.95,1.00,1.16,0
0.916666667,1.00,1.32,1
-0.95,0.00,1.00,0
0.976190476,1.00,2.16,0
0.833333333,0.75,1.28,0
-0.95,0.50,1.76,1
0.976190476,1.00,1.45,3
-0.875,0.00,1.32,0
0.902985075,1.00,1.00,0
-0.9375,0.75,1.32,0
-0.95,1.00,1.15,4
-0.954545455,0.00,1.85,1
0.954545455,0.50,1.16,0
0.976190476,1.00,1.32,1
0.954545455,0.75,2.92,2
-0.95,0.00,1.70,0
-0.833333333,0.75,1.15,0
0.954545455,0.75,1.56,0
-0.837962963,0.75,1.15,2
0.961538462,1.00,1.00,2
0.954545455,1.00,1.00,1
0.90625,0.75,1.16,0
0.954545455,0.75,1.74,1
-0.9375,1.00,1.30,3
0.85,0.75,1.00,0
-0.95,1.00,1.16,2
0.954545455,0.50,1.15,0
0.902985075,1.00,1.32,1
0.954545455,0.50,1.15,2
-0.95,0.75,1.15,3
-0.807692308,0.00,1.45,0
0.954545455,1.00,1.00,1
-0.95,0.25,1.15,1
-0.9,1.00,1.85,0
-0.95,1.00,1.15,0
0.875,0.75,1.00,1
0.976190476,1.00,1.16,4
0.767857143,0.00,1.28,0
-0.875,1.00,1.00,1
0.9,1.00,1.00,2
0.984848485,1.00,1.15,1
-0.884615385,1.00,1.00,1
0.96875,0.25,1.14,1
-0.961538462,0.00,1.32,1
0.954545455,0.75,1.32,2
0.90625,1.00,1.15,0
0.875,1.00,1.32,2
0.821428571,1.00,1.32,3
0.976190476,0.25,1.90,0
0.875,1.00,1.16,0
0.875,1.00,1.00,0
-0.954545455,0.00,1.11,2
0.9,1.00,1.15,2
-0.9375,0.00,1.42,3
0.954545455,1.00,1.00,0
0.954545455,1.00,1.56,2
0.863636364,0.75,1.16,3
-0.954545455,1.00,1.00,0
-0.875,0.75,1.15,0
0.954545455,1.00,1.00,0
0.954545455,0.25,1.28,2
-0.916666667,0.50,1.70,1
0.954545455,1.00,1.32,3
-0.875,0.25,1.16,0
0.954545455,1.00,1.16,0
-0.837962963,0.00,1.17,0
0.954545455,0.50,1.00,1
-0.9375,0.50,1.32,0
0.976190476,0.25,1.68,1
0.767857143,1.00,1.15,1
-0.928571429,0.00,1.00,0
0.8125,0.75,1.32,0
0.875,0.75,1.15,0
0.954545455,1.00,1.00,0
-0.95,0.00,1.00,1
-0.916666667,1.00,1.00,1
0.954545455,1.00,1.45,1
-0.925,0.75,1.30,1
0.75,1.00,2.47,0
0.984848485,1.00,1.15,1
0.954545455,1.00,1.00,0
0.902985075,1.00,2.29,1
0.954545455,0.75,1.00,2
0.954545455,1.00,1.00,2
-0.95,0.50,1.32,1
-0.9,1.00,1.15,3
-0.961538462,1.00,1.15,2
-0.95,0.00,1.45,0
0.954545455,1.00,1.15,1
0.892857143,0.25,1.28,1
-0.95,1.00,2.31,4
0.976190476,0.75,1.30,2
-0.925,1.00,1.00,0
-0.95,0.75,1.74,0
0.954545455,1.00,1.15,0
-0.944444444,0.25,1.00,0
0.966666667,1.00,1.15,0
0.976190476,1.00,1.32,0
0.916666667,0.00,1.00,1
0.954545455,1.00,1.00,1
-0.9375,0.50,1.26,0
0.863636364,0.75,1.00,0
0.9,0.00,1.00,0
0.90625,1.00,1.00,2
0.75,1.00,1.32,0
0.928571429,1.00,1.00,3
0.902985075,0.75,1.00,2
0.833333333,1.00,1.32,0
0.976190476,1.00,1.16,0
0.976190476,1.00,2.97,1
0.954545455,0.50,1.00,1
0.875,1.00,1.74,0
0.984848485,1.00,1.00,1
0.928571429,1.00,1.65,2
0.928571429,1.00,1.15,2
-0.884615385,1.00,1.15,1
0.916666667,1.00,1.56,0
-0.837962963,0.25,1.56,0
0.954545455,0.50,1.45,2
-0.95,0.00,2.38,3
-0.916666667,0.75,1.00,0
0.9,0.75,1.00,1
-0.9375,0.75,1.64,0
0.954545455,1.00,1.15,2
-0.95,0.50,2.35,0
0.954545455,1.00,1.52,0
0.893939394,1.00,1.00,1
0.954545455,1.00,1.94,0
0.954545455,1.00,1.15,3
0.928571429,1.00,1.00,1
-0.916666667,1.00,1.72,1
0.966666667,1.00,1.56,2
-0.95,1.00,1.27,0
0.954545455,1.00,1.56,3
-0.837962963,0.50,1.15,0
-0.807692308,1.00,2.69,0
0.782258065,1.00,1.15,2
0.954545455,1.00,1.15,0
0.916666667,1.00,1.45,4
0.782258065,1.00,1.00,1
0.954545455,1.00,1.85,3
0.902985075,0.50,2.21,4
0.961538462,1.00,1.15,0
0.976190476,1.00,1.32,1
-0.961538462,0.75,1.00,0
0.875,1.00,1.32,0
-0.852941176,1.00,1.15,1
-0.9,1.00,1.45,0
0.954545455,0.75,1.00,1
-0.9375,1.00,1.28,0
0.875,1.00,1.76,0
0.928571429,0.50,1.45,0
0.928571429,0.25,1.56,0
-0.875,0.50,1.79,1
-0.95,1.00,1.00,1
0.90625,1.00,1.15,0
0.966666667,0.75,1.72,0
-0.95,1.00,1.00,0
0.902985075,0.25,1.14,1
0.893939394,0.75,1.30,0
0.892857143,0.75,1.00,1
-0.95,1.00,1.32,0
0.944444444,1.00,1.00,0
0.954545455,0.75,1.64,0
0.954545455,0.75,1.15,0
-0.9375,0.50,1.16,1
0.961538462,1.00,1.00,1
-0.95,0.00,1.00,0
0.976190476,0.75,1.52,0
-0.9375,0.50,1.32,1
0.85,1.00,1.15,1
-0.95,0.00,1.60,0
-0.833333333,0.75,1.68,0
-0.833333333,1.00,1.00,0
-0.954545455,0.75,1.00,0
-0.95,0.75,1.42,0
-0.954545455,0.25,1.13,1
-0.928571429,1.00,1.56,1
-0.95,1.00,1.32,0
0.954545455,1.00,1.15,0
0.954545455,0.75,1.32,1
-0.9375,0.00,1.77,1
0.954545455,0.00,1.79,0
0.984848485,0.75,1.72,0
